citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,actual_vote
C1871,Centaur,5,2,0,0,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,9,15,0,0,15,3,18-24,1,0,Degree,6,AMS,ABX,Centaur
C1872,Ebony,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,36-45,1,0,Masters,8,ARM,ARM,Ebony
C1873,Odyssey,0,0,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,1,25-35,1,0,Diploma,6,ACL,AJZ,Odyssey
C1874,Ebony,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,25-35,1,0,Degree,8,AAB,AII,Centaur
C1875,Ebony,2,11,0,0,3,0,3,0,0,3,1,0,0,0,0,0,6,0,0,0,0,4,0,0,15,3,36-45,1,1,Masters,7,ARK,AZG,Cosmos
C1876,Cosmos,0,0,1,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,1,25-35,1,1,Primary,6,ARJ,ARJ,Cosmos
C1877,Ebony,0,11,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,13,0,0,15,2,36-45,1,0,Degree,9,AOV,ANQ,Centaur
C1878,Centaur,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,25-35,1,0,Diploma,6,AHS,AHS,Centaur
C1879,Odyssey,0,2,0,11,0,0,0,0,6,0,0,1,0,1,0,0,0,0,1,0,0,15,0,15,0,4,46-55,1,0,Primary,5,ADV,ADV,Odyssey
C1880,Cosmos,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Masters,8,ACL,AMS,Cosmos
C1881,Ebony,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,3,36-45,1,1,Degree,5,ACL,AWK,Centaur
C1882,Tokugawa,1,0,3,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15,0,0,15,10,1,25-35,0,1,Degree,9,AYS,ACL,Tokugawa
C1883,Ebony,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,3,36-45,1,0,Degree,7,ACL,ABX,Tokugawa
C1884,Ebony,3,4,0,4,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,15,15,0,15,15,3,55+,0,0,Masters,7,AQU,ACO,Odyssey
C1885,Centaur,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15,15,0,15,0,4,55+,0,0,Masters,5,ACD,ACL,Centaur
C1886,Odyssey,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,0,Degree,7,AXT,AXT,Odyssey
C1887,Tokugawa,0,9,17,0,7,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,0,8,7,0,10,5,25-35,1,0,Masters,8,ACL,ANQ,Cosmos
C1888,Tokugawa,0,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,1,46-55,1,0,Primary,6,ACL,ANO,Tokugawa
C1889,Odyssey,0,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,18-24,1,0,Degree,8,ABX,AUD,Odyssey
C1890,Odyssey,0,2,0,5,2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,15,0,15,15,3,25-35,1,0,Masters,8,AET,AET,Odyssey
C1891,Centaur,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,15,10,0,0,3,46-55,0,0,Masters,8,AEP,ANQ,Cosmos
C1892,Cosmos,4,0,0,0,13,0,0,0,0,7,2,0,0,0,3,0,0,0,0,0,15,0,0,0,15,3,25-35,0,1,Primary,5,AUT,AMS,Cosmos
C1893,Cosmos,0,0,0,0,9,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,3,55+,0,1,Degree,8,AMS,AMS,Cosmos
C1894,Ebony,0,1,6,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,15,15,0,15,2,18-24,1,0,Degree,8,AEC,AEC,Centaur
C1895,Centaur,2,0,0,11,2,0,0,0,8,0,1,0,0,1,1,0,0,0,0,0,15,0,0,15,15,1,36-45,1,1,Masters,7,AHJ,AHJ,Centaur
C1896,Cosmos,0,1,0,1,4,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,15,0,0,15,15,3,18-24,1,0,Degree,9,AWI,AMZ,Ebony
C1897,Cosmos,3,0,0,0,14,1,0,0,0,14,0,0,0,0,0,2,0,0,0,0,15,0,0,0,15,1,46-55,0,1,Degree,4,AMR,AMR,Cosmos
C1898,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,18-24,1,1,Diploma,7,AFA,ACL,Centaur
C1899,Odyssey,3,2,0,5,0,1,1,0,2,0,1,0,0,1,0,0,1,0,1,0,5,0,0,15,15,3,25-35,1,1,Degree,7,AHR,AHR,Odyssey
C1900,Odyssey,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,15,0,3,55+,0,0,Masters,7,ACL,AQX,Odyssey
C1901,Ebony,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,3,25-35,1,0,Degree,7,APH,APH,Ebony
C1902,Cosmos,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,46-55,0,0,Diploma,6,ATV,AWX,Cosmos
C1903,Centaur,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,1,46-55,0,1,Degree,8,ABX,AHS,Centaur
C1904,Tokugawa,0,0,18,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0,4,55+,0,0,Degree,6,ANQ,ANQ,Tokugawa
C1905,Odyssey,1,1,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,15,10,0,15,0,3,46-55,0,1,Diploma,7,AET,AET,Odyssey
C1906,Centaur,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,46-55,1,1,Degree,9,ARK,ARK,Centaur
C1907,Odyssey,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,55+,0,0,Diploma,6,ACL,AQT,Odyssey
C1908,Ebony,0,3,0,6,0,0,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,15,0,15,0,4,25-35,0,1,Diploma,6,APH,ANG,Odyssey
C1909,Centaur,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,15,0,0,4,18-24,0,0,Degree,7,ANQ,AUD,Centaur
C1910,Ebony,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,3,18-24,0,1,Diploma,8,ASE,AWW,Ebony
C1911,Centaur,9,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,18-24,1,0,Masters,7,ACL,AHS,Centaur
C1912,Odyssey,0,0,0,17,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,4,36-45,1,0,Primary,8,AWI,AWI,Odyssey
C1913,Ebony,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,18-24,1,0,Degree,6,ABX,ABX,Ebony
C1914,Ebony,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,1,25-35,1,1,Masters,6,ABX,ABX,Ebony
C1915,Centaur,20,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,0,2,18-24,0,0,Diploma,5,ACA,ARK,Centaur
C1916,Cosmos,2,1,2,0,5,1,0,0,0,1,0,0,1,0,2,1,1,0,0,0,15,15,15,0,15,3,55+,1,1,Masters,9,AYR,AMR,Cosmos
C1917,Centaur,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,55+,1,0,Masters,8,AVO,AVO,Odyssey
C1918,Odyssey,0,0,0,12,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,15,0,4,55+,0,0,Masters,7,AET,AET,Odyssey
C1919,Odyssey,1,0,2,5,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,15,0,15,15,0,3,25-35,1,0,Degree,8,AHS,AHJ,Odyssey
C1920,Ebony,0,12,0,0,1,0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,1,25-35,0,0,Masters,5,ADZ,ADZ,Ebony
C1921,Cosmos,0,0,0,15,8,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,15,15,4,25-35,0,0,Degree,8,AWX,AWX,Cosmos
C1922,Ebony,12,6,0,0,6,0,2,0,0,0,1,0,0,0,3,4,2,0,0,0,15,15,0,0,15,2,46-55,0,0,Diploma,0,AHS,AHS,Odyssey
C1923,Cosmos,9,15,0,0,16,3,1,0,0,1,0,1,0,0,5,2,3,0,0,2,15,12,0,0,12,2,46-55,0,0,Primary,8,AMR,AMR,Centaur
C1924,Centaur,16,5,0,7,4,15,3,0,5,4,0,0,0,0,0,1,2,0,2,0,15,12,0,15,13,4,25-35,1,1,Primary,4,AJV,AJV,Centaur
C1925,Ebony,4,3,0,1,1,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,6,0,15,0,3,36-45,0,0,Masters,6,AZG,AZG,Odyssey
C1926,Ebony,0,7,2,1,1,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,15,15,15,15,3,25-35,1,1,Degree,7,AOV,AOV,Cosmos
C1927,Tokugawa,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,4,55+,1,0,Masters,6,AJV,AJV,Tokugawa
C1928,Odyssey,3,0,0,14,0,3,0,0,8,0,0,0,0,2,0,0,0,0,0,0,15,0,0,15,0,1,36-45,1,1,Diploma,7,AZG,AZG,Odyssey
C1929,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,55+,0,0,Diploma,7,ACL,AGA,Ebony
C1930,Centaur,9,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,0,0,0,3,36-45,0,0,Masters,7,AGD,AGD,Centaur
C1931,Centaur,7,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,18-24,1,1,Primary,5,APH,APH,Centaur
C1932,Centaur,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,25-35,1,0,Masters,9,ATI,ATI,Cosmos
C1933,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,25-35,1,1,Masters,5,AOV,AOV,Cosmos
C1934,Centaur,10,10,0,0,0,4,2,0,0,0,3,2,0,0,0,0,2,0,0,0,13,13,0,0,0,3,36-45,1,0,Diploma,5,ADE,ADE,Centaur
C1935,Odyssey,0,0,0,8,4,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,4,18-24,1,0,Degree,5,AXT,AWX,Odyssey
C1936,Cosmos,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,46-55,1,1,Diploma,8,ATI,AJI,Cosmos
C1937,Cosmos,0,2,2,0,5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,10,0,4,4,18-24,0,0,Masters,6,AEC,AEC,Cosmos
C1938,Cosmos,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,25-35,1,0,Diploma,5,AHR,AHR,Cosmos
C1939,Cosmos,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,4,18-24,1,1,Primary,6,ACL,AJI,Centaur
C1940,Ebony,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,4,36-45,1,0,Degree,5,AZG,AZG,Ebony
C1941,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,25-35,1,0,Masters,7,AMH,AMH,Odyssey
C1942,Tokugawa,2,1,6,0,0,2,1,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,14,0,15,4,18-24,1,1,Primary,7,ANQ,ANQ,Tokugawa
C1943,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,15,1,25-35,1,0,Masters,8,AET,AEC,Odyssey
C1944,Cosmos,0,0,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,36-45,0,0,Masters,7,AWX,ATI,Cosmos
C1945,Centaur,4,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,15,0,15,15,4,18-24,1,0,Masters,6,AMZ,AMZ,Centaur
C1946,Odyssey,0,0,0,10,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,1,25-35,1,0,Masters,8,AXT,AHR,Odyssey
C1947,Tokugawa,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,4,46-55,1,0,Masters,9,AMI,AMI,Tokugawa
C1948,Cosmos,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,4,25-35,1,1,Masters,9,AEC,AEC,Cosmos
C1949,Cosmos,0,0,0,0,10,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,3,46-55,1,0,Masters,10,AVH,AWX,Cosmos
C1950,Cosmos,3,0,0,0,10,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,1,46-55,1,0,Masters,6,AHO,AMR,Cosmos
C1951,Centaur,16,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,25-35,1,1,Degree,8,AXK,AHS,Centaur
C1952,Centaur,12,2,0,0,0,6,0,0,0,0,2,0,0,0,0,2,2,0,0,0,15,15,0,0,0,3,18-24,1,0,Primary,6,ARK,AKW,Centaur
C1953,Ebony,0,17,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,0,4,55+,0,0,Degree,7,AEW,AEW,Ebony
C1954,Cosmos,0,0,0,0,15,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,1,46-55,1,0,Diploma,7,ABT,ABT,Cosmos
C1955,Ebony,0,1,0,19,1,0,1,0,8,1,0,0,0,3,0,0,0,0,1,0,15,12,0,15,15,1,25-35,0,1,Masters,7,AOV,AOV,Odyssey
C1956,Odyssey,0,0,0,11,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,1,25-35,0,1,Masters,7,AZG,AZG,Odyssey
C1957,Odyssey,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,36-45,0,0,Degree,5,AZN,ACL,Odyssey
C1958,Ebony,1,5,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,10,15,0,0,0,3,25-35,0,0,Degree,7,ANQ,ANQ,Ebony
C1959,Cosmos,0,0,2,0,5,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,15,0,15,4,25-35,1,0,Degree,10,ACR,AMR,Tokugawa
C1960,Ebony,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,4,25-35,1,0,Degree,9,ANQ,ANQ,Ebony
C1961,Odyssey,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,46-55,1,0,Degree,3,AWK,ACL,Odyssey
C1962,Tokugawa,3,1,8,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,7,15,0,0,3,46-55,1,0,Degree,4,APH,ANQ,Ebony
C1963,Odyssey,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,3,36-45,0,1,Diploma,7,AHO,AZG,Odyssey
C1964,Tokugawa,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,3,25-35,1,0,Degree,8,AEC,AEC,Tokugawa
C1965,Cosmos,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,1,36-45,1,0,Degree,8,AQU,ACL,Tokugawa
C1966,Ebony,1,6,4,0,4,1,2,4,0,2,0,1,0,0,1,0,1,0,0,0,0,0,7,0,3,4,25-35,0,0,Diploma,7,AEC,AEC,Centaur
C1967,Odyssey,0,0,0,10,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,15,4,46-55,0,0,Masters,8,AMR,AZG,Odyssey
C1968,Ebony,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,4,18-24,1,0,Primary,5,AWW,AWW,Ebony
C1969,Cosmos,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,18-24,1,1,Primary,8,ASE,ARC,Cosmos
C1970,Centaur,1,0,0,14,1,1,0,0,5,1,0,0,0,4,0,0,0,0,1,0,15,0,0,15,15,3,55+,0,0,Masters,9,AQX,AES,Odyssey
C1971,Ebony,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,4,25-35,1,0,Degree,7,ABX,ACL,Ebony
C1972,Odyssey,0,4,0,13,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,15,0,15,0,4,25-35,1,1,Masters,7,AVS,AVS,Tokugawa
C1973,Centaur,7,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,46-55,0,0,Degree,5,AMN,ANQ,Centaur
C1974,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,4,55+,0,1,Masters,6,ATI,ATI,Cosmos
C1975,Cosmos,0,0,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,1,36-45,0,1,Degree,5,ALM,AXX,Cosmos
C1976,Cosmos,0,0,0,0,9,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,15,0,0,10,1,25-35,0,1,Degree,5,ACL,AJV,Tokugawa
C1977,Tokugawa,0,0,14,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,15,0,0,2,18-24,1,0,Masters,8,AEC,AEC,Tokugawa
C1978,Centaur,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,36-45,1,0,Diploma,6,AHS,AHS,Centaur
C1979,Tokugawa,0,0,16,0,0,0,0,12,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,3,36-45,0,0,Masters,5,AMI,AMI,Tokugawa
C1980,Tokugawa,7,4,12,0,0,3,2,3,0,0,1,1,3,0,0,2,0,2,0,0,15,13,14,0,0,1,55+,0,1,Masters,7,APH,APH,Tokugawa
C1981,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,36-45,1,0,Primary,8,APH,APH,Tokugawa
C1982,Odyssey,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,55+,0,1,Degree,9,AFX,AQX,Odyssey
C1983,Cosmos,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,3,36-45,1,1,Masters,7,AQT,AQT,Odyssey
C1984,Tokugawa,0,0,9,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,1,55+,1,0,Degree,7,AJV,AJV,Tokugawa
C1985,Centaur,8,4,0,0,5,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,9,12,0,15,15,2,46-55,0,0,Degree,8,ABX,AZV,Centaur
C1986,Tokugawa,5,0,5,0,0,1,0,1,0,0,2,0,0,0,0,0,0,3,0,0,15,0,12,0,0,3,18-24,1,0,Degree,8,AXL,AHS,Tokugawa
C1987,Ebony,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,1,36-45,1,1,Degree,5,ACL,ABX,Odyssey
C1988,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,46-55,1,0,Masters,7,AJI,AJI,Cosmos
C1989,Ebony,0,13,0,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,4,25-35,1,1,Degree,6,AKG,AKG,Ebony
C1990,Cosmos,5,0,0,0,4,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,4,25-35,1,0,Diploma,7,AGM,AGM,Cosmos
C1991,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,18-24,0,1,Masters,4,ATI,ACL,Centaur
C1992,Centaur,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,1,25-35,0,1,Primary,0,ARK,ARK,Centaur
C1993,Ebony,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,25-35,1,1,Masters,9,AII,ACL,Ebony
C1994,Tokugawa,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,15,2,46-55,0,0,Masters,8,ANQ,ANQ,Tokugawa
C1995,Ebony,0,12,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,15,0,0,0,4,25-35,1,0,Diploma,6,AYS,AYS,Ebony
C1996,Cosmos,0,0,0,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2,55+,1,0,Masters,10,AOV,AOV,Cosmos
C1997,Centaur,6,3,0,0,0,3,2,0,0,0,1,0,0,0,0,1,1,0,0,0,15,15,0,0,0,4,18-24,0,0,Diploma,5,AUE,AMT,Cosmos
C1998,Centaur,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,4,25-35,1,0,Diploma,6,ACX,ACX,Centaur
C1999,Cosmos,1,0,0,1,19,1,0,0,1,11,0,0,0,0,4,0,0,0,0,0,15,0,0,15,15,3,36-45,1,0,Masters,6,AWK,AWK,Cosmos
C2000,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,55+,1,0,Masters,9,ATI,ATI,Cosmos
C2001,Ebony,2,15,0,0,1,2,14,0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,4,25-35,1,1,Masters,5,AHD,AHD,Ebony
C2002,Ebony,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,1,1,Degree,9,ASE,ARP,Ebony
C2003,Odyssey,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,25-35,1,0,Masters,6,ACL,AET,Odyssey
C2004,Ebony,2,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,15,15,0,0,0,3,18-24,1,0,Masters,7,ACL,AZV,Cosmos
C2005,Centaur,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,4,55+,1,0,Masters,9,AHL,AHL,Centaur
C2006,Odyssey,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,3,36-45,1,0,Masters,7,ATG,AOT,Odyssey
C2007,Centaur,10,1,0,2,0,6,1,0,2,0,2,0,0,0,0,0,0,0,0,0,5,11,0,15,0,3,18-24,1,0,Primary,6,AQX,ATI,Centaur
C2008,Cosmos,0,1,3,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,4,25-35,1,1,Masters,7,AEC,AEC,Tokugawa
C2009,Ebony,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,18-24,0,1,Diploma,7,ANO,ANO,Ebony
C2010,Cosmos,0,3,8,0,5,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,15,15,0,15,2,25-35,1,0,Masters,7,AOV,API,Tokugawa
C2011,Ebony,0,8,0,1,2,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,15,0,15,15,4,25-35,0,0,Diploma,8,ANQ,ARB,Ebony
C2012,Centaur,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,3,46-55,0,0,Masters,10,AHS,AHS,Centaur
C2013,Ebony,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,4,55+,1,0,Degree,9,ANQ,ANQ,Ebony
C2014,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,18-24,1,0,Primary,7,AWX,ARK,Cosmos
C2015,Centaur,14,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,18-24,1,0,Degree,0,ACL,AHS,Centaur
C2016,Centaur,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,4,46-55,1,0,Masters,5,AEC,AEC,Centaur
C2017,Ebony,4,9,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,55+,0,0,Masters,7,AHO,ARK,Ebony
C2018,Ebony,0,18,0,0,0,0,10,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,0,4,25-35,0,1,Degree,5,ABX,ABX,Ebony
C2019,Cosmos,2,0,0,0,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Degree,8,AWX,AME,Cosmos
C2020,Tokugawa,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,15,15,0,0,3,46-55,1,0,Masters,9,ANQ,ACL,Tokugawa
C2021,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,55+,1,0,Masters,7,AYE,AYE,Odyssey
C2022,Tokugawa,4,0,17,0,1,4,0,10,0,1,0,0,0,0,0,0,0,6,0,0,15,15,15,0,15,3,18-24,1,0,Diploma,6,AXL,ANQ,Tokugawa
C2023,Odyssey,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,1,25-35,0,0,Masters,6,ARM,ARM,Odyssey
C2024,Odyssey,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,36-45,1,0,Masters,6,AHR,AHR,Odyssey
